[2025-08-25 15:09:46] INFO: CheckM v1.2.4
[2025-08-25 15:09:46] INFO: checkm qa --out_format 8 checkm_out/Xanthomonas.ms checkm_out
[2025-08-25 15:09:46] INFO: CheckM data: /data/djs217/miniconda3/envs/checkm_env/checkm_data
[2025-08-25 15:09:46] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-08-25 15:09:46] INFO: Calculating AAI between multi-copy marker genes.
[2025-08-25 15:09:46] INFO: Reading HMM info from file.
[2025-08-25 15:09:49] INFO: Parsing HMM hits to marker genes:
Bin Id	Gene Id	{Marker Id, Start position, End position}
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_158	TIGR00249,3,138
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_186	TIGR03558,4,323
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_58	TIGR00628,12,219
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_128	TIGR00118,11,558
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_127	TIGR02017,6,272
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_95	TIGR02401,5,865
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_466	TIGR02794,18,340	PF13103.1,257,341
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_200	TIGR00464,3,462
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_165	TIGR02152,4,312
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_122	TIGR02614,19,372
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_140	TIGR01027,21,382	PF01472.15,290,367
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_271	TIGR03317,163,227
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000012.1_137	TIGR00418,72,631
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_131	TIGR00658,4,333
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_103	TIGR02492,3,340
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000021.1_3	TIGR01129,122,598	PF13721.1,3,102
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_276	TIGR01981,131,399
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000018.1_55	TIGR00517,1,75
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_27	TIGR00730,2,179
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000021.1_13	TIGR01091,33,237
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_395	TIGR01331,10,254
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000018.1_53	TIGR01824,96,443
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000015.1_21	TIGR00611,1,341
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_141	TIGR00407,11,401
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_17	TIGR00413,137,237
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_105	TIGR01081,6,454
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_45	TIGR01738,8,249
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_264	TIGR00044,6,222
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_9	PF01245.15,8,117
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_328	PF01209.13,23,252
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_73	PF01580.13,395,607	PF13491.1,31,204	PF09397.5,719,781
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_146	PF01515.14,428,748	PF03949.10,164,399	PF00390.14,20,152
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000018.1_32	PF00011.16,47,146
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_167	PF09297.6,128,158	PF09296.6,39,125
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_14	PF13593.1,11,320
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_345	PF03738.9,176,267
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_19	PF00224.16,6,342	PF02887.11,360,474
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_194	PF11896.3,386,572
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_353	PF01202.17,13,166
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_102	PF01832.15,223,356	PF10135.4,38,84
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_79	PF08331.5,65,144	PF13484.1,196,260
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000009.1_79	PF03079.9,6,164
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000009.1_34	PF03975.8,65,169
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_288	PF00177.16,1,148
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_54	PF04351.8,34,174
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_119	PF01653.13,9,320	PF03120.11,323,401	PF12826.2,577,640	PF03119.11,409,436	PF00533.21,753,823
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000018.1_72	PF12169.3,233,358
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_296	PF00276.15,9,98
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_26	PF01928.16,4,153
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_163	PF13490.1,12,47
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_123	PF01964.13,139,588	PF13667.1,21,98
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_55	PF04350.8,52,201
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_71	PF03548.10,47,211
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_107	PF02561.9,10,126
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_48	PF06968.8,222,314
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_168	PF04079.11,8,169
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_287	PF00164.20,3,123
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_38	PF11987.3,688,795	PF04760.10,327,377	PF08364.6,69,106
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_281	PF03946.9,8,67	PF00298.14,72,140
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_110	PF13720.1,180,263
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_48	PF00515.23,391,421
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_346	PF06693.6,26,181
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000021.1_4	PF02699.10,27,108
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_52	PF07497.7,256,331	PF07498.7,210,253
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_306	PF00673.16,85,178	PF00281.14,25,81
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_301	PF03349.11,20,446
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_390	PF01597.14,8,128
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_277	PF03937.11,7,78
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_364	PF11730.3,6,76
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_295	PF00573.17,12,198
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_275	PF02910.15,463,596
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_137	PF02154.10,38,230
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_375	PF05362.8,584,787
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_269	PF13482.1,294,468
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_129	PF02556.9,16,156
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000020.1_21	PF05690.9,12,258
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_126	PF04066.8,36,89
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000017.1_39	PF05681.9,9,287	PF05683.7,289,491
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000017.1_58	PF13488.1,50,95
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_34	PF00013.24,558,613	PF03726.9,243,320
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_201	PF04973.7,2,182
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_112	PF07653.12,2,57
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_377	PF13624.1,68,179
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_197	PF09312.6,31,148
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_285	PF00562.23,691,1306	PF04560.15,1308,1382	PF04565.11,541,610	PF04563.10,28,537	PF04561.9,157,227	PF10385.4,619,684
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000015.1_24	PF00468.12,3,46
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_88	PF00464.14,8,386
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000012.1_107	PF12806.2,468,591	PF12418.3,2,34
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000008.1_156	PF13857.1,740,794
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000012.1_134	PF00453.13,2,109
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_56	PF05237.8,279,361
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_37	PF01134.17,9,404	PF13932.1,552,623
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_233	PF02742.10,93,149	PF01325.14,36,90
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_41	PF07720.7,238,272
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_209	PF04430.9,18,120
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_15	PF02978.14,328,427
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_122	PF00889.14,56,272	PF00627.26,3,40
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_227	PF02789.12,21,147
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_25	PF05958.6,273,443
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_81	PF01812.15,7,184
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000018.1_67	PF11992.3,8,326	PF13559.1,575,633
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_66	PF01192.17,7,61
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_280	PF02357.14,2,110
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_101	PF01337.13,41,130
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_131	PF01706.11,214,320
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_19	PF02153.12,46,252
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_75	PF04339.7,11,372
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_64	PF04377.10,161,294	PF04376.8,67,142
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000012.1_132	PF03483.12,212,384	PF03147.9,698,791	PF03484.10,403,470
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_282	PF03772.11,244,511	PF13567.1,34,205
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000012.1_135	PF01632.14,2,62
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000009.1_133	PF02548.10,10,266
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_272	PF00856.23,14,122
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_31	PF01427.12,47,247
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000008.1_159	PF13723.1,32,167
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_382	PF00075.19,3,140
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_89	PF01513.16,34,223
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_313	PF00828.14,29,146
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_286	PF04997.7,16,342	PF04998.12,766,1321	PF00623.15,344,486	PF04983.13,489,644	PF05000.12,674,763
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_173	PF04342.7,10,116
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000008.1_93	PF02223.12,14,188
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_93	PF08411.5,206,476
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_159	PF02773.11,235,367	PF02772.11,113,233	PF00438.15,3,101
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_216	PF13167.1,24,112
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000009.1_81	PF01650.13,74,284
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_16	PF12344.3,552,595
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_368	PF02469.17,51,185
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_212	PF01434.13,395,605	PF06480.10,8,100
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_470	PF05496.7,6,237	PF05491.8,255,329
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_374	PF06689.8,16,54
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_69	PF12002.3,254,420
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000015.1_23	PF00308.13,107,324	PF08299.6,351,419	PF11638.3,1,61
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_296	PF00308.13,37,207
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000017.1_57	PF00875.13,4,162
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000010.1_63	PF00762.14,10,319
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000017.1_42	PF02253.10,109,373
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_70	PF00697.17,11,211
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_10	PF06723.8,11,339
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_119	PF01765.14,20,183
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_142	PF04932.10,221,372
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000021.1_20	PF03602.10,16,191
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_84	PF01189.12,164,432
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_191	PF06325.8,3,304
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_88	PF01170.13,161,372	PF02926.12,30,152
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000020.1_20	PF02390.12,54,242
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_73	PF11086.3,1,160
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000012.1_18	PF01321.13,35,166
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_126	PF03799.10,106,219	PF08478.5,35,103
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_310	PF06835.8,14,186
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000008.1_18	PF04127.10,212,392
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_270	PF05201.10,6,148	PF00745.15,312,407
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_8	PF11137.3,8,67
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_387	PF06293.9,40,241
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_127	PF07991.7,8,166	PF01450.14,173,317
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_148	PF05221.12,12,479	PF00670.16,238,400
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_45	PF06481.9,238,285
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_23	PF11967.3,4,78	PF02565.10,84,231
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_398	PF04452.9,18,238
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_478	PF02938.9,311,406
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_78	PF13742.1,10,102
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_80	PF03853.10,30,187
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_186	PF02224.13,67,218
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_54	PF00507.14,33,132
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_55	PF02607.12,322,399
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_18	PF00274.14,6,333
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_246	PF05187.8,395,502
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_82	PF04060.8,18,52
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000018.1_47	PF06506.6,47,213
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_204	PF01713.16,98,178
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_18	PF00768.15,48,273	PF07943.8,293,383
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_330	PF09127.6,528,661
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_128	PF01210.18,7,163	PF07479.9,182,325
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_51	PF01649.13,2,84
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_384	PF09317.6,518,801
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_211	PF03461.10,1014,1113	PF02559.11,484,580
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_370	PF12811.2,27,250
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_243	PF09712.5,10,300
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_11	PF02628.10,133,377
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_113	PF01084.15,16,68
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_288	PF01204.13,62,536
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_79	PF03775.11,144,246	PF05209.8,9,111
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000012.1_133	PF01409.15,92,330	PF02912.13,17,88
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_56	PF00121.13,4,245
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_118	PF01255.14,16,236
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_312	PF00327.15,9,59
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_106	PF00406.17,5,163
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_363	PF13090.1,349,699	PF02503.12,140,342	PF13089.1,26,132
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_80	PF02617.12,10,90
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_122	PF01008.12,57,341
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_113	PF06490.6,5,120
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000008.1_88	PF00491.16,8,299
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_60	PF00773.14,360,687	PF08206.6,187,244
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_39	PF08529.6,4,129	PF13184.1,234,301
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_8	PF01717.13,5,329
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_92	PF10609.4,131,211	PF13614.1,24,76
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_281	PF13500.1,5,212
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_196	PF06418.9,4,270
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000010.1_64	PF04366.7,98,212
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_318	PF03118.10,250,307	PF01000.21,60,154	PF01193.19,28,227
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_50	PF01257.14,27,174
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000010.1_10	PF03767.9,48,288
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_169	PF10636.4,45,81
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_79	PF04361.8,5,157
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_47	PF00146.16,27,353
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_53	PF05819.6,236,620
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_348	PF10679.4,1,222
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_473	PF01330.16,1,62	PF07499.8,148,191
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_129	PF01406.14,19,315	PF09190.6,348,417
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_49	PF06574.7,15,168	PF01687.12,184,306
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_286	PF01493.14,1247,1438
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_29	PF12913.2,159,208	PF12914.2,216,267
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_189	PF06305.6,22,84
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_96	PF04367.8,80,183
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_47	PF13584.1,32,461
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000008.1_37	PF13335.1,402,494
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_354	PF01761.15,74,337
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_40	PF10414.4,149,208
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000009.1_155	PF11953.3,65,107
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_47	PF02812.13,11,132	PF00208.16,141,346
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000011.1_60	PF09976.4,48,181
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_286	PF02606.9,22,336
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000015.1_68	PF12705.2,1016,1202
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_188	PF06055.7,26,204
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000009.1_162	PF13638.1,8,158
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_312	PF00231.14,4,287
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000009.1_98	PF13840.1,328,389
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_175	PF01071.14,103,296	PF02844.10,1,102	PF02843.11,331,422
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_289	PF03764.13,484,612
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000016.1_17	PF06421.7,487,594
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_275	PF07759.7,46,363
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_169	PF02616.9,103,313
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_162	PF01558.13,752,939
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_18	PF01165.15,2,57
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_110	PF04348.8,43,566
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_223	PF03950.13,364,556
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_389	PF06463.8,200,323
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_307	PF04338.7,47,265
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_25	PF01914.12,2,192
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_133	PF05597.6,17,144
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_274	PF14346.1,26,117
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000009.1_58	PF05173.9,123,236	PF01113.15,6,120
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_292	PF07732.10,65,172	PF00394.17,183,360
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_53	PF01016.14,2,83
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000015.1_75	PF12992.2,20,97
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_267	PF01182.15,21,212
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_200	PF01923.13,8,167
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_16	PF03924.8,84,270
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_14	PF01628.16,111,330	PF03444.10,9,80
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_232	PF00923.14,17,316
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_23	PF11892.3,341,460
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_72	PF02557.12,140,262
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_9	PF03364.15,10,134
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000006.1_54	PF13631.1,101,277	PF00032.12,290,393
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_319	PF01196.14,20,116
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000015.1_57	PF05494.7,43,207
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_68	PF03755.8,2,153	PF08340.6,201,286
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000014.1_1	PF01619.13,198,505
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000009.1_131	PF02261.11,1,115
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000013.1_10	PF01746.16,23,223
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000005.1_182	PF04962.7,72,273
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_132	PF06127.6,10,156
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_392	PF01967.16,21,157
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000007.1_199	PF00113.17,142,424	PF03952.11,3,134
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000003.1_282	PF00687.16,31,221
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000002.1_252	PF04321.12,3,298
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000001.1_317	PF03668.10,8,287
GCA_019201325.1_ASM1920132v1_genomic	JAHTUX010000004.1_177	PF01808.13,138,459
